DateTime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,month,day_of_year,is_weekend
2004-03-11 06:00:00,-1.044447729880777,-0.207580486005864,-1.4531500298890994,-1.1934762572023647,-1.5391244455687056,-0.9695290940185799,3.441072024914449,-1.3479818044809655,-1.0744029913573976,-1.4233739901021356,-1.2973553822169908,0.5680216597749326,-1.0948242731354978,6,3,3,71,0
2004-03-11 07:00:00,-0.7569070922157923,0.21438305425063436,-1.360764666356189,-0.9823451437543612,-1.1091889566949675,-0.6327704264852984,2.4740071392632985,-0.49970981393555447,-0.6879572396525859,-0.74624309470461,-1.3350115690551447,0.6546924611715721,-1.0774064137220445,7,3,3,71,0
2004-03-11 08:00:00,-0.10994065746957696,1.0812429358645277,-1.1120348414598922,-0.34895180341035076,-0.2304611592600469,-0.23286950878952647,1.093600004099963,0.2487654718398081,-0.10501364809786999,0.23008517307786877,-1.2596991953788366,0.5275752857898339,-1.0798558002020613,8,3,3,71,0
2004-03-11 09:00:00,0.03382966136291549,1.1638010198277557,-0.948583813670897,-0.1510163845528475,-0.004179323010711108,-0.46965294689886505,0.8713310586075615,-0.025675466277824847,0.11113397573702469,0.03586933486307461,-1.2973553822169908,0.7124729954359985,-1.0028362031081985,9,3,3,71,0
2004-03-11 10:00:00,-0.32559613571831547,0.6225869138465947,-1.0196494779269818,-0.5732786114488545,-0.5057707266967388,-0.559104467962393,1.413355329194295,-0.1005229948553611,-0.3375360919202567,-0.4050531086515932,-1.2596991953788366,0.5853558200542603,-1.040665616521792,10,3,3,71,0
2004-03-11 11:00:00,-0.4693664545508078,0.3749126619569109,-1.2612727363976701,-0.7448226411253572,-0.7509093826335193,-0.6485559890259209,1.842295399442789,-0.2502180520104336,-0.6126330677101226,-0.9010908576055945,-1.2973553822169908,0.5564655529220471,-1.0950964271888328,11,3,3,71,0
2004-03-11 12:00:00,-0.39748129513456154,0.6363465945071327,-1.1333545407367176,-0.7184312519443569,-0.7056530153836521,-0.6011993014040532,1.7370101094727042,-0.17537052343289736,-0.48490947180768484,-0.9194626260853723,-1.4228760050108373,1.0707123078754417,-0.9320761492410452,12,3,3,71,0
2004-03-11 13:00:00,-0.1818258168858232,0.8656746055160992,-1.1191414078855006,-0.44132166554385227,-0.3473734413222037,-0.38020142583533717,1.1949858388859707,0.2487654718398081,-0.03951436814790191,-0.5651499482610857,-1.5735007523634532,1.6254054368139355,-0.8117840576668848,13,3,3,71,0
2004-03-11 14:00:00,0.5370257772766385,1.2555322242313423,-0.40137819889904375,0.11289750725715686,0.2749016083634697,-0.05922832084267817,0.49698336093614853,0.6479522909200015,0.59255368336929,0.059490180051360385,-1.6111569392016072,1.896973947856739,-0.7184352173729096,14,3,3,71,0
2004-03-11 15:00:00,0.03382966136291549,0.9757520508004032,-1.0054363450757648,-0.24338624668634892,-0.10600614932291222,-0.18025096698745122,0.8830294241597932,0.5980539385349773,0.32073167157692256,-0.17934281018575135,-1.5735007523634532,1.8218592533129847,-0.707004747132831,15,3,3,71,0
2004-03-11 16:00:00,0.03382966136291549,0.8931939668371752,-0.891731282266029,-0.30936471963885,-0.18520479201017975,-0.1328942793655835,0.9649179830254148,0.7227998194975378,0.1373336877170119,-0.15047288828895763,-1.397771880452068,1.3249466586389183,-0.7638849442798888,16,3,3,71,0
2004-03-11 17:00:00,0.5370257772766385,1.3105709468734943,-0.5008701288575625,0.07331042348565611,0.22210251323862468,0.1301984296447927,0.594469740538079,0.8225965242675861,0.5565290793968076,0.2353342497863767,-1.3852198181726831,1.1169367352869828,-0.8683921007606074,17,3,3,71,0
2004-03-11 18:00:00,1.9028438061853155,2.218709870469002,0.6148607999629694,1.3400971041736771,1.3497403305478148,0.33014888849267865,-0.22051639293405972,1.2217833433477794,1.7486159744862269,1.0358184478338393,-1.3224595067757599,0.9204829187879335,-0.901050587160832,18,3,3,71,0
2004-03-11 19:00:00,3.4124321539264852,3.113089113403971,1.7092720295066757,2.2110129471466915,1.987100835983444,0.8668580148738461,-0.5987635457895499,1.7457160433905332,2.5673569738608277,1.8100572623387619,-1.397771880452068,1.2151636435365076,-0.8319234576136901,19,3,3,71,0
2004-03-11 20:00:00,2.8373508785965154,2.489316923459582,1.2828780439701668,1.7623593310696841,1.6703062652343739,0.6984786811072053,-0.438885883242384,1.5710718100429486,2.1023120862160543,1.678830344626063,-1.4103239427314527,1.1284928421398681,-0.882544111534038,20,3,3,71,0
2004-03-11 21:00:00,1.2558773714391,0.9895117314609412,-0.1668615068539638,0.2844415369336598,0.4332988937380048,0.11441286710417013,0.3955975261501409,0.8475457004600981,0.5172295114268268,0.7103756919063462,-1.473084254128376,0.9089268119350481,-1.0768621056153742,21,3,3,71,0
2004-03-11 22:00:00,-0.4693664545508078,-0.6066112251614657,-1.1333545407367176,-0.7844097248968579,-0.7999371138208753,-0.6538178432061285,1.8305970338905575,-0.42486228535801823,-0.7076070236375763,-0.5074101044674982,-1.5860528146428379,0.8742584913763922,-1.2167492890296692,22,3,3,71,0
2004-03-11 23:00:00,-0.8287922516320386,-0.8451123566107909,-1.3820843656330144,-1.0615193112973624,-1.252500786319547,-0.9011249896758821,2.76646627806909,-1.223235923518405,-0.9728791074349471,-1.2134109217618176,-1.5860528146428379,0.7240291022888835,-1.2842434942568002,23,3,3,71,0
2004-03-12 00:00:00,-0.32559613571831547,-0.07915679984084277,-1.1759939392903684,-0.6260613898108552,-0.5887407333214952,-0.5064859261603177,1.553735715821075,-0.1254721710478732,-0.5700585357426434,-0.5205327962387681,-1.5735007523634532,0.591133873480703,-1.3438452319372096,0,4,3,72,0
2004-03-12 01:00:00,-0.1818258168858232,-0.24427296776729865,-1.1902070721415854,-0.5600829168583542,-0.49822799882176094,-0.44860553017803495,1.5264395295325344,0.19886711945478394,-0.5602336437501482,-0.4785401825707045,-1.6488131260397614,0.6604705145980149,-1.3792252588707863,1,4,3,72,0
2004-03-12 02:00:00,-0.541251613967054,-0.5011203400973412,-1.2825924356744958,-0.8635838924398592,-0.9168493958830322,-0.7169600933686187,2.10745835196004,-0.2751672282029457,-0.80258097956503,-0.8459755521662611,-1.7241254997160693,0.7818096365533099,-1.3879341885775127,2,4,3,72,0
2004-03-12 03:00:00,-0.9725625704645309,-0.9551898018950948,-1.4176171977610568,-1.153889173430864,-1.4599258028814381,-0.7169600933686187,3.2149036242379703,-0.2751672282029457,-1.1857517672723434,-1.3183924559319766,-1.7366775619954538,0.8106999036855231,-1.392016499377541,3,4,3,72,0
2004-03-12 04:00:00,-0.9725625704645309,-1.221210294665496,-1.4957894284427502,-1.2594547301548658,-1.7163785506306852,-1.0379331983612776,4.0454875784464175,-1.7471686235611588,-1.3593248591397589,-1.6543333652764853,-1.849646122509916,1.0187098270374586,-1.3955545020708986,4,4,3,72,0
2004-03-12 05:00:00,-1.1163328892970232,-1.1478253311426267,-1.5171091277195756,-1.272650424745366,-1.73523537031813,-0.99057651073941,4.053286488814572,-1.4477785092510138,-1.2905506151922923,-1.6280879817339458,-1.8245419979511464,0.9667073461994745,-1.399636812870927,5,4,3,72,0
2004-03-12 06:00:00,-0.9725625704645309,-0.7809005135282803,-1.4460434634634909,-1.1670848680213641,-1.471239894693905,-0.8537683020540143,3.2344009001583562,-0.7741507520531874,-1.0678530633624008,-1.384005914788326,-1.761781686554223,0.845368224244179,-1.3993646588175916,6,4,3,72,0
2004-03-12 07:00:00,-0.541251613967054,-0.02870463741887013,-1.332338400653755,-0.8239968086683586,-0.871593028633165,-0.5748900305030156,2.072363255303345,0.04917206229971141,-0.615908031707621,-0.6990014043280385,-1.8119899356717617,0.9724853996259167,-1.3770480264441045,7,4,3,72,0
2004-03-12 08:00:00,1.6153031685203312,2.246229231790078,-0.13132867472592138,0.9574219610491705,1.0367171237362336,0.46695709717807427,0.1616302151055077,0.9722915814226586,1.1492975629440187,1.0121976026455535,-1.6990213751572998,0.8569243310970645,-1.3272438346837623,8,4,3,72,0
2004-03-12 09:00:00,1.6153031685203312,2.0535937025425457,-0.13132867472592138,1.51164113385018,1.4779667044224383,0.46695709717807427,-0.3452989588245307,0.9722915814226586,1.6667418745487665,1.5056108132453008,-1.4605321918489913,0.4582386446725225,-1.3103702833769797,9,4,3,72,0
2004-03-12 10:00:00,0.6807960961091309,1.1592144596075764,-0.08868927617227049,0.4427898720196623,0.5916961791125398,-0.16446540444682864,0.220122042866666,0.498257233764929,0.5336043314143188,0.5843978509021555,-0.9584497006736048,-0.37957910216165996,-1.375959410230764,10,4,3,72,0
2004-03-12 11:00:00,0.3932554584441463,0.7601837204519747,-0.3871650660478268,0.12609320184765704,0.2862157001759365,-0.01187163322081045,0.4423909883590675,1.0221899338076827,0.16025843569950074,0.4006801661043772,-0.8203770156003733,-0.5702548652342673,-1.3969152723375748,11,4,3,72,0
2004-03-12 12:00:00,-0.038055498053330736,0.49874978790175284,-0.7567065201794679,-0.05864652241934606,0.09387613936400108,-0.3959869883759597,0.6997550305081639,0.2737146480323202,-0.03951436814790191,-0.14522381158044967,-0.7325125796446809,-0.6800378803366772,-1.4099786668976644,12,4,3,72,0
2004-03-12 13:00:00,0.24948513961165386,0.709731558030002,-0.5719357931136474,0.04691903430465578,0.20701705748866897,-0.3065354673124318,0.594469740538079,0.34856217660985644,0.14388361571200872,-0.08223489107835427,-0.5944398945714494,-0.7955989488655301,-1.3917443453242058,13,4,3,72,0
2004-03-12 14:00:00,0.3932554584441463,0.8702611657362785,-0.3658453667710013,0.2844415369336598,0.4408416216129826,-0.29074990477180923,0.3644018846775231,0.523206409957441,0.3633062035444018,0.12247910055345579,-0.5693357700126801,-0.7262623077482182,-1.3106424374303147,14,4,3,72,0
2004-03-12 15:00:00,0.5370257772766385,1.1729741402681144,-0.2521403039612656,0.46918126120066267,0.6067816348624956,-0.1486798419062061,0.2591165947074382,0.5980539385349773,0.6253033233442742,0.3271930921852659,-0.6320960814096035,-0.6511476132044641,-1.2970347347635545,15,4,3,72,0
2004-03-12 16:00:00,0.46514061786039224,0.9711654905802238,-0.3942716324734353,0.2712458423431594,0.421984801925538,-0.21182209206869637,0.3838991605979092,0.4483588813799048,0.3534813115519066,0.25633055662040855,-0.6195440191302188,-0.6395915063515787,-1.2842434942568002,16,4,3,72,0
2004-03-12 17:00:00,0.17759998019540763,0.8106358828739473,-0.6216817580929067,0.1392888964381572,0.30130115592589224,-0.35915400911450707,0.5866708301699246,0.42340970518739274,0.1995580036694816,-0.05336496918156055,-0.49402339633637243,-0.8071550557184155,-1.313636132017002,17,4,3,72,0
2004-03-12 18:00:00,1.2558773714391,1.8930640948362691,0.0889748844679416,1.142161685316174,1.1913430451732796,-0.06449017502288569,-0.1698234755410559,1.1718849909627553,1.1820472029190028,1.038442986188093,-0.7199605173652962,-0.5009182241169554,-1.2545787024432629,18,4,3,72,0
2004-03-12 19:00:00,1.112107052606608,1.9618624981389592,0.15293398229841795,0.9970090448206713,1.074430763111123,-0.0855375917437158,-0.13472837888436093,1.072088286192707,0.9757244710766034,1.1381754436497442,-0.8078249533209888,-0.28135219391213534,-1.1680337134826675,19,4,3,72,0
2004-03-12 20:00:00,3.1967766756777465,3.420388648155986,1.9011493229981051,2.8971890658527033,2.447207236357093,0.6405982851249226,-0.9029210501475731,1.6958176910055092,2.754029921718237,2.2903477811672395,-0.9961058875117587,0.128889599365292,-1.060805016468597,20,4,3,72,0
2004-03-12 21:00:00,1.6153031685203312,2.29668139421205,0.7996315270287899,1.2477272420401757,1.2743130517980361,0.29331590923122597,-0.403790786585689,1.1718849909627553,1.2835710868414534,1.6079678090612057,-1.096522385746836,0.2906750953056857,-1.0450200813751551,21,4,3,72,0
2004-03-12 22:00:00,0.9683367337741154,1.7738135291116066,-0.0389433111930111,0.482376955791163,0.6256384545499402,0.18281697144686795,-0.06453818557097098,0.9223932290376344,0.5696289353868013,1.251030592882665,-1.2345950708200673,0.6258021940393589,-0.9895006544947734,22,4,3,72,0
2004-03-12 23:00:00,2.3341547626827928,2.6590196516062172,1.0412547854994783,1.4720540500786794,1.451567156860016,0.4301241179166216,-0.4466847936105384,0.797647348075074,1.6798417305387603,1.686703959688825,-1.397771880452068,0.9435951324937036,-0.9810638788413821,23,4,3,72,0
2004-03-13 00:00:00,0.3932554584441463,0.8381552441950233,-0.6998539887746,-0.1378206899623473,0.010906132739244612,-0.1328942793655835,0.41899425725460415,0.2737146480323202,-0.01658962016541308,0.7103756919063462,-1.4228760050108373,0.9147048653614904,-1.0284186841217076,0,5,3,73,1
2004-03-13 01:00:00,-0.1818258168858232,0.45288418569995953,-1.0907151421830665,-0.42812597095335203,-0.33228798557224803,-0.4170344050967898,0.8401354171349438,-0.1254721710478732,-0.2818617039627838,0.3403157839565357,-1.473084254128376,0.9031487585086053,-1.0757734894020334,1,5,3,73,1
2004-03-13 02:00:00,-0.39748129513456154,0.3978454630578076,-1.2612727363976701,-0.6920398627633564,-0.6754821038837406,-0.7116982391884111,1.2495782114630518,-0.49970981393555447,-0.6028081757176275,0.07523741017688423,-1.51074044096653,0.9031487585086053,-1.1212232163090123,2,5,3,73,1
2004-03-13 03:00:00,-0.32559613571831547,0.3428067404156556,-1.2399530371208447,-0.6920398627633564,-0.6717107399462517,-0.7116982391884111,1.2612765770152834,-0.49970981393555447,-0.5536837157551514,-0.0481158924730526,-1.6362610637603765,1.1111586818605403,-1.1438120027358343,3,5,3,73,1
2004-03-13 04:00:00,-0.32559613571831547,0.22814273491117235,-1.16888737286476,-0.5864743060393547,-0.5283989103216724,-0.5748900305030156,1.0780021833636542,-0.4747606377430424,-0.44888486783520243,-0.0586140458900685,-1.7366775619954538,1.3191686052124751,-1.1478943135358626,4,5,3,73,1
2004-03-13 05:00:00,-0.8287922516320386,-0.5469859422991344,-1.3536580999305805,-1.0615193112973624,-1.2675862420695025,-0.8221971769727692,2.201045276377893,-0.92384580920826,-0.9008298994899822,-0.5126591811760062,-1.5735007523634532,0.8858145982292777,-1.1957934269228585,5,5,3,73,1
2004-03-13 06:00:00,-0.6850219327995463,0.012574404562743838,-1.374977799207406,-1.0219322275258618,-1.188387599382235,-0.8695538645946369,2.146452903800812,-1.0485916901708203,-0.9204796834749727,-0.4706665675079426,-1.7115734374366847,1.1111586818605403,-1.221648061989703,6,5,3,73,1
2004-03-13 07:00:00,-0.4693664545508078,0.0676131272048958,-1.2328464706952362,-0.731626946534857,-0.7207384711336078,-0.4170344050967898,1.4523498810350672,-0.6244556948981149,-0.4587097598276976,-0.19509004031127522,-1.8245419979511464,1.365393032624017,-1.2094011295896185,7,5,3,73,1
2004-03-13 08:00:00,0.3932554584441463,1.0950026165250657,-0.6287883245185152,0.1524845910286576,0.3088438838008701,0.19860253398749053,0.30980951210044205,-0.15042134724038528,0.42225555549937305,0.4662936249607265,-1.7994378733923773,1.3480588723446882,-1.205863126896261,8,5,3,73,1
2004-03-13 09:00:00,1.112107052606608,1.4252349523779775,0.1316142830215925,0.5879425125151646,0.7236939169246523,0.40381484701558396,-0.09963328222766595,0.42340970518739274,0.7464769912517151,1.041067524542347,-1.4103239427314527,0.6604705145980149,-1.1571475513492593,9,5,3,73,1
2004-03-13 10:00:00,0.7526812555253771,1.6041108009649714,-0.4298044646014777,0.29763723152415994,0.4521557134254494,0.16703140890624538,0.05244546995134559,0.5980539385349773,0.38623095152689063,1.1827925956720617,-1.058866198908682,0.16933597335039063,-1.0997230460955312,10,5,3,73,1
2004-03-13 11:00:00,1.3996476902715922,2.0398340218820077,0.44430320574836574,0.719899458420167,0.8406061989868092,0.4090767011957915,-0.18542129627736476,1.396427576695364,0.7563018832442103,1.4924881214740309,-0.6572002059683729,-0.35068883502944675,-1.0681531759086476,11,5,3,73,1
2004-03-13 12:00:00,1.0402218931903617,1.6224570418456887,-0.07447614332105351,0.4427898720196623,0.5879248151750509,0.1091510129239626,0.0758422010558089,1.4712751052729003,0.4255305194968715,0.9780786040402517,-0.30574246214560247,-0.8360453228506287,-1.1664007891626564,12,5,3,73,1
2004-03-13 13:00:00,0.46514061786039224,1.0583101347636312,-0.4724438631551286,0.2184630639811587,0.36918570680069296,-0.3433684465738845,0.5125811816724574,0.5481555861499532,0.16680836369449756,0.2274606347236148,-0.18022183935175584,-0.9804966585116944,-1.2045023566295852,13,5,3,73,1
2004-03-13 14:00:00,-0.10994065746957696,0.5033363481219322,-0.7709196530306849,-0.2697776358673495,-0.13994842476031258,-0.5275333428811478,0.9064261552642565,-0.0007262900853127609,-0.1999876040253237,-0.43129849219413297,-0.35595071126314093,-0.7782647885862023,-1.1563310891892538,14,5,3,73,1
2004-03-13 15:00:00,-0.10994065746957696,0.6546928353878501,-0.7993459187331188,-0.19060346832434824,-0.0532070541980672,-0.5222714887009403,0.754347403085245,0.34856217660985644,-0.05588918813539393,-0.17671827183149738,-0.30574246214560247,-0.8476014297035137,-1.1794641837227462,15,5,3,73,1
2004-03-13 16:00:00,0.24948513961165386,0.9574058099196858,-0.7780262194562934,-0.05864652241934606,0.09764750330149,-0.4222962592769973,0.5788719198017701,0.5481555861499532,0.01616001980957096,0.16709625257577337,-0.40615896038067945,-0.7609306283068741,-1.1876288053228024,16,5,3,73,1
2004-03-13 17:00:00,0.1057148207791614,1.0491370143232726,-0.8775181494148121,-0.00586374405734514,0.1466752344888461,-0.3696777174749221,0.469687174647608,0.5731047623424652,0.17335829168949435,0.18284348270129722,-0.5191275208951417,-0.6049231857929231,-1.1590526297226058,17,5,3,73,1
2004-03-13 18:00:00,0.7526812555253771,1.723361366689634,-0.2095009054076147,0.6407252908771656,0.7614075562995417,0.04600876276147232,-0.09573382704358872,1.1469358147702433,0.753026919246712,0.9990749108742835,-0.5944398945714494,-0.42002547614675856,-1.0681531759086476,18,5,3,73,1
2004-03-13 19:00:00,1.4715328496878388,2.347133556634023,0.26663904510815367,1.1817487690876747,1.22528532061068,0.30910147177184855,-0.38039405548122573,1.5710718100429486,1.2213467708889836,1.568599733747396,-0.6320960814096035,-0.33913272817656176,-1.0360389976150934,19,5,3,73,1
2004-03-13 20:00:00,1.4715328496878388,2.3563066770743815,0.45140977217397427,1.1289659907256735,1.1800289533608128,0.3196251801322636,-0.39599187621753457,1.4712751052729003,1.1984220229064948,1.791685493858984,-0.6446481436889883,-0.24090581992703672,-0.9769815680413542,20,5,3,73,1
2004-03-13 21:00:00,1.4715328496878388,2.402172279276175,0.344811275789847,1.0102047394111717,1.0782021270486117,0.34067259685309365,-0.36479623474491685,1.4213767528878762,1.0182990030440826,2.2877232428129854,-0.6948563928065268,-0.08489837741308576,-0.8939745817741166,21,5,3,73,1
2004-03-13 22:00:00,0.6807960961091309,1.5903511203044334,-0.287673136089308,0.3240286207051603,0.4823266249253609,-0.022395341581225497,-0.04504090965058488,1.0221899338076827,0.6515030353242613,1.6000941939984439,-0.7827208287622195,0.01910658426288197,-0.9024113574275079,22,5,3,73,1
2004-03-13 23:00:00,0.3213702990279001,1.4711005545797708,-0.742493387328251,0.03372333971415561,0.1843888738637354,-0.24339321714994153,0.14213293918512163,0.6978506433050257,0.17663325568699276,1.369134818824094,-0.7701687664828349,0.05955295824798019,-0.8662148683339257,23,5,3,73,1
2004-03-14 00:00:00,0.5370257772766385,2.003141540120573,-0.9059444151172461,0.04691903430465578,0.19570296567620218,-0.1486798419062061,0.13043457363288996,0.6729014671125135,0.20283296766698,1.3665102804698401,-0.8705852647179121,0.30800925558501385,-0.7832078820666883,0,6,3,74,1
2004-03-14 01:00:00,0.46514061786039224,1.7738135291116066,-0.6358948909441237,0.1656802856191578,0.3163866116758479,-0.23286950878952647,0.09533947697619499,0.42340970518739274,0.24540749963445926,1.3533875886985702,-0.7827208287622195,0.18667013362971838,-0.7728660280399505,1,6,3,74,1
2004-03-14 02:00:00,0.24948513961165386,1.237185983350625,-0.9130509815428546,-0.2697776358673495,-0.13617706082282366,-0.4749148010790726,0.379999705413832,0.04917206229971141,-0.019864584162911484,0.8468516863275529,-1.0463141366292974,0.6142460871864734,-0.7725938739866154,2,6,3,74,1
2004-03-14 03:00:00,0.17759998019540763,1.1316950982865004,-0.6287883245185152,-0.12462499537184714,0.025991588489200333,-0.4749148010790726,0.25521713952336095,0.04917206229971141,0.23230764364446563,0.6920039234265684,-1.1592826971437593,0.8742584913763922,-0.7353087686796925,3,6,3,74,1
2004-03-14 04:00:00,0.17759998019540763,0.15017121116812374,-1.16888737286476,-0.7184312519443569,-0.709424379321141,-0.780102343531109,1.0702032729954998,-0.49970981393555447,-0.3178863079352663,0.09623371701091604,-1.096522385746836,0.7413632625682117,-0.754631706466492,4,6,3,74,1
2004-03-14 05:00:00,-0.6850219327995463,-0.1617148838040707,-1.3394449670793636,-0.9163666708018601,-1.0186762221952332,-0.8695538645946369,1.6239259091344649,-0.7990999282456995,-0.5635086077476466,-0.22395996220806894,-1.171834759423144,0.8569243310970645,-0.7736824901999564,5,6,3,74,1
2004-03-14 06:00:00,-0.8287922516320386,-0.09750304072156009,-1.360764666356189,-1.0747150058878627,-1.2939857896319251,-0.9169105522165046,2.103558896775963,-0.9737441615932841,-0.7076070236375763,-0.37355864840054553,-1.1592826971437593,0.8049218502590808,-0.7900117334000684,6,6,3,74,1
2004-03-14 07:00:00,-0.9006774110482848,-0.31765793129016795,-1.374977799207406,-1.0879107004783628,-1.305299881444392,-0.7590549268102789,2.0606648897511133,-0.8739474568232358,-0.6846822756550875,-0.42342487713137106,-1.3099074444963752,1.1169367352869828,-0.7744989523599619,7,6,3,74,1
2004-03-14 08:00:00,-0.541251613967054,0.264835216672607,-1.3110187013769297,-0.850388197849359,-0.9017639401330765,-0.6169848639446758,1.4406515154828354,-0.4498114615505303,-0.4423349398402056,-0.14522381158044967,-1.1592826971437593,0.833812117391294,-0.7744989523599619,8,6,3,74,1
2004-03-14 09:00:00,-0.39748129513456154,0.6317600342869534,-1.1617808064391515,-0.5600829168583542,-0.5019993627592498,-0.5275333428811478,0.7777441341897083,-0.4747606377430424,-0.07226400812288596,0.206464327889583,-1.058866198908682,0.6778046748773426,-0.7481000091864469,9,6,3,74,1
2004-03-14 10:00:00,0.03382966136291549,1.0766563756443484,-0.6501080237953406,-0.2697776358673495,-0.14371978869780153,-0.39072513419575217,0.37610025022975474,-0.1005229948553611,0.2126578596594752,0.5529033906511077,-0.7952728910416041,0.27911898845280064,-0.7206124497995913,10,6,3,74,1
2004-03-14 11:00:00,0.46514061786039224,1.5949376805246127,-0.5150832617087795,0.03372333971415561,0.18061750992624645,-0.22234580042911142,0.08754056660804056,0.2986638242248323,0.48120490745434435,0.8940933767041245,-0.49402339633637243,-0.12534475139818396,-0.7040110525461438,11,6,3,74,1
2004-03-14 12:00:00,0.46514061786039224,1.4619274341394122,-0.5364029609856049,0.007331950533155031,0.15421796236382396,-0.3012736131322243,0.2006247669462799,0.42340970518739274,0.41898059150187467,0.6500113097585049,-0.19277390163114025,-0.5760329186607099,-0.7897395793467332,12,6,3,74,1
2004-03-14 13:00:00,-0.10994065746957696,0.8427418044152026,-0.9059444151172461,-0.41493027636285185,-0.3058884380098255,-0.5538426137821855,0.8908283345279476,0.04917206229971141,-0.07881393611788276,-0.0901085061411162,0.045715281677168165,-0.9747186050852519,-0.9699055626546387,13,6,3,74,1
2004-03-14 14:00:00,-0.25371097630206924,0.5033363481219322,-0.9699035129477224,-0.41493027636285185,-0.3096598019473144,-0.6064611555842607,0.9688174382094921,-0.0007262900853127609,-0.1934376760303269,-0.37355864840054553,0.07081940623593741,-1.0440552462025634,-1.0232477571083387,14,6,3,74,1
2004-03-14 15:00:00,-0.1818258168858232,0.737250919351078,-0.8633050165635952,-0.3225604142293504,-0.20783297563511333,-0.559104467962393,0.8791299689757159,0.12401959087724768,-0.12466343208286042,-0.30007157448143423,0.13357971763286072,-1.1133918873198752,-1.0480137759618426,15,6,3,74,1
